,date,variable,value,value01
266,1989-09-01,pce,3621.9,0.266550299047668
267,1989-10-01,pce,3633.6,0.26755140282876
268,1989-11-01,pce,3643.3,0.268381377758383
269,1989-12-01,pce,3684.2,0.271880962770918
270,1990-01-01,pce,3730.7,0.27585970856756603
271,1990-02-01,pce,3728.2,0.27564579750323
272,1990-03-01,pce,3754.9,0.27793036767033696
273,1990-04-01,pce,3770.0,0.27922239049892605
274,1990-05-01,pce,3775.8,0.279718664168186
275,1990-06-01,pce,3804.5,0.282174363186762
276,1990-07-01,pce,3821.7,0.28364607130939196
277,1990-08-01,pce,3848.3,0.285922085033926
278,1990-09-01,pce,3870.1,0.287787389514935
279,1990-10-01,pce,3870.6,0.28783017172780295
280,1990-11-01,pce,3871.9,0.287941405481257
281,1990-12-01,pce,3861.3,0.28703442256847306
282,1991-01-01,pce,3841.0,0.28529746472606604
283,1991-02-01,pce,3866.7,0.287496470467438
284,1991-03-01,pce,3913.0,0.29145810337893896
285,1991-04-01,pce,3907.1,0.290953273267107
286,1991-05-01,pce,3933.2,0.293186504778773
287,1991-06-01,pce,3940.5,0.293811125086634
288,1991-07-01,pce,3966.0,0.29599301794286
289,1991-08-01,pce,3969.1,0.29625826766263696
290,1991-09-01,pce,3984.7,0.297593072704093
291,1991-10-01,pce,3976.0,0.296848662200204
292,1991-11-01,pce,4003.6,0.299210240350472
293,1991-12-01,pce,4020.5,0.30065627914538295
294,1992-01-01,pce,4084.7,0.30614951527752804
295,1992-02-01,pce,4099.5,0.30741586877839694
296,1992-03-01,pce,4117.0,0.308913246228748
297,1992-04-01,pce,4131.5,0.310153930401896
298,1992-05-01,pce,4158.4,0.31245561345415
299,1992-06-01,pce,4177.1,0.314055668215383
300,1992-07-01,pce,4204.8,0.31642580280822497
301,1992-08-01,pce,4220.9,0.31780339006254804
302,1992-09-01,pce,4255.3,0.32074680630781
303,1992-10-01,pce,4284.7,0.3232624004244
304,1992-11-01,pce,4300.5,0.324614318351002
305,1992-12-01,pce,4336.4,0.32768608123486603
306,1993-01-01,pce,4340.7,0.328054008265524
307,1993-02-01,pce,4355.3,0.329303248881245
308,1993-03-01,pce,4352.5,0.32906366848918894
309,1993-04-01,pce,4393.4,0.332563253501724
310,1993-05-01,pce,4422.4,0.33504462184802003
311,1993-06-01,pce,4440.0,0.33655055574094506
312,1993-07-01,pce,4468.9,0.339023367644668
313,1993-08-01,pce,4481.1,0.340067253638627
314,1993-09-01,pce,4511.5,0.342668412180952
315,1993-10-01,pce,4532.8,0.344490934449094
316,1993-11-01,pce,4554.1,0.346313456717235
317,1993-12-01,pce,4571.1,0.347768051954719
318,1994-01-01,pce,4585.1,0.348965953915
319,1994-02-01,pce,4632.6,0.353030264137382
320,1994-03-01,pce,4646.0,0.354176827442223
321,1994-04-01,pce,4671.1,0.356324494528155
322,1994-05-01,pce,4669.5,0.35618759144698003
323,1994-06-01,pce,4708.9,0.35955882982091397
324,1994-07-01,pce,4720.6,0.36055993360200606
325,1994-08-01,pce,4762.6,0.364153639482849
326,1994-09-01,pce,4775.0,0.365214638361955
327,1994-10-01,pce,4812.9,0.3684575300972871
328,1994-11-01,pce,4825.6,0.369544198304113
329,1994-12-01,pce,4841.6,0.370913229115863
330,1995-01-01,pce,4851.2,0.3717346476029129
331,1995-02-01,pce,4850.8,0.3717004218326189
332,1995-03-01,pce,4885.4,0.37466095096302793
333,1995-04-01,pce,4890.2,0.37507166020655297
334,1995-05-01,pce,4933.1,0.378742374070556
335,1995-06-01,pce,4977.5,0.38254143457316203
336,1995-07-01,pce,4970.2,0.381916814265301
337,1995-08-01,pce,5005.3,0.3849201256085771
338,1995-09-01,pce,5020.5,0.386220704879739
339,1995-10-01,pce,5013.9,0.38565597966989207
340,1995-11-01,pce,5055.6,0.38922401622301506
341,1995-12-01,pce,5097.5,0.392809165661285
342,1996-01-01,pce,5085.7,0.39179950543761893
343,1996-02-01,pce,5132.8,0.39582958988970796
344,1996-03-01,pce,5173.3,0.39929494913194896
345,1996-04-01,pce,5208.0,0.402264034704931
346,1996-05-01,pce,5223.8,0.403615952631534
347,1996-06-01,pce,5229.8,0.40412933918594
348,1996-07-01,pce,5251.9,0.406020312994669
349,1996-08-01,pce,5275.0,0.407996851229133
350,1996-09-01,pce,5296.6,0.409845042824995
351,1996-10-01,pce,5328.5,0.412574548005921
352,1996-11-01,pce,5351.2,0.414516860470091
353,1996-12-01,pce,5378.6,0.41686132573521206
354,1997-01-01,pce,5411.1,0.41964216957157896
355,1997-02-01,pce,5434.0,0.421601594920896
356,1997-03-01,pce,5454.2,0.42332999632073
357,1997-04-01,pce,5459.3,0.423766374891975
358,1997-05-01,pce,5460.2,0.423843382875136
359,1997-06-01,pce,5494.2,0.426752573350104
360,1997-07-01,pce,5548.8,0.43142439099519997
361,1997-08-01,pce,5587.0,0.43469295205825204
362,1997-09-01,pce,5601.7,0.435950749116547
363,1997-10-01,pce,5637.7,0.439031068442984
364,1997-11-01,pce,5661.1,0.44103327600516795
365,1997-12-01,pce,5692.1,0.443685773202933
366,1998-01-01,pce,5689.9,0.443497531466318
367,1998-02-01,pce,5723.8,0.4463981654987121
368,1998-03-01,pce,5750.3,0.44866562278067296
369,1998-04-01,pce,5788.1,0.45189995807343103
370,1998-05-01,pce,5837.9,0.45616106647500204
371,1998-06-01,pce,5871.7,0.459053144064824
372,1998-07-01,pce,5890.0,0.46061897305576205
373,1998-08-01,pce,5925.0,0.46361372795646505
374,1998-09-01,pce,5965.6,0.46708764364128
375,1998-10-01,pce,5998.8,0.46992838257566
376,1998-11-01,pce,6015.4,0.471348752042851
377,1998-12-01,pce,6070.5,0.47606335190081395
378,1999-01-01,pce,6072.9,0.47626870652257597
379,1999-02-01,pce,6101.8,0.47874151842629903
380,1999-03-01,pce,6132.9,0.48140257206663795
381,1999-04-01,pce,6196.2,0.486818800215622
382,1999-05-01,pce,6225.7,0.489342950774786
383,1999-06-01,pce,6254.0,0.491764424023068
384,1999-07-01,pce,6281.5,0.49411744573076294
385,1999-08-01,pce,6326.5,0.49796784488880896
386,1999-09-01,pce,6378.8,0.502442864354716
387,1999-10-01,pce,6402.1,0.5044365154743271
388,1999-11-01,pce,6437.9,0.507499721915616
389,1999-12-01,pce,6538.7,0.51612461602964
390,2000-01-01,pce,6535.3,0.5158336969821429
391,2000-02-01,pce,6619.7,0.523055334514122
392,2000-03-01,pce,6685.8,0.528711143055164
393,2000-04-01,pce,6671.1,0.527453345996868
394,2000-05-01,pce,6707.6,0.530576447536173
395,2000-06-01,pce,6743.9,0.5336824361903301
396,2000-07-01,pce,6764.1,0.5354108375901641
397,2000-08-01,pce,6799.1,0.5384055924908661
398,2000-09-01,pce,6882.9,0.545575891367405
399,2000-10-01,pce,6888.2,0.5460293828237971
400,2000-11-01,pce,6902.4,0.547244397669225
401,2000-12-01,pce,6945.7,0.550949337303523
402,2001-01-01,pce,6977.0,0.5536275038290079
403,2001-02-01,pce,6995.8,0.555236115032814
404,2001-03-01,pce,6987.9,0.5545601560695129
405,2001-04-01,pce,7001.2,0.55569816293178
406,2001-05-01,pce,7047.1,0.5596255700729871
407,2001-06-01,pce,7060.7,0.560789246262974
408,2001-07-01,pce,7072.2,0.561773237158919
409,2001-08-01,pce,7108.9,0.5649134515833699
410,2001-09-01,pce,7012.8,0.5566907102702979
411,2001-10-01,pce,7208.4,0.573427111943938
412,2001-11-01,pce,7167.9,0.569961752701697
413,2001-12-01,pce,7147.7,0.5682333513018629
414,2002-01-01,pce,7174.3,0.5705093650263969
415,2002-02-01,pce,7218.3,0.5742741997587081
416,2002-03-01,pce,7237.2,0.5758913674050881
417,2002-04-01,pce,7305.4,0.581726861240171
418,2002-05-01,pce,7282.7,0.5797845487760009
419,2002-06-01,pce,7318.2,0.582822085889571
420,2002-07-01,pce,7380.4,0.5881441931702479
421,2002-08-01,pce,7401.5,0.5899496025532429
422,2002-09-01,pce,7391.0,0.5890511760830319
423,2002-10-01,pce,7430.7,0.592448083784686
424,2002-11-01,pce,7459.7,0.594929452130982
425,2002-12-01,pce,7512.8,0.599472923137476
426,2003-01-01,pce,7533.1,0.601209880979884
427,2003-02-01,pce,7535.9,0.6014494613719399
428,2003-03-01,pce,7598.4,0.606797237980337
429,2003-04-01,pce,7621.0,0.608730994001934
430,2003-05-01,pce,7628.1,0.609338501424648
431,2003-06-01,pce,7678.6,0.6136595049242329
432,2003-07-01,pce,7738.2,0.618759144698
433,2003-08-01,pce,7834.5,0.626998998896219
434,2003-09-01,pce,7835.0,0.627041781109086
435,2003-10-01,pce,7845.7,0.627957320464444
436,2003-11-01,pce,7899.6,0.6325692430115261
437,2003-12-01,pce,7929.2,0.635101950013263
438,2004-01-01,pce,7987.4,0.6400817995910021
439,2004-02-01,pce,8019.8,0.6428540869847951
440,2004-03-01,pce,8076.0,0.647662807711066
441,2004-04-01,pce,8088.6,0.648740919475319
442,2004-05-01,pce,8163.2,0.655124025635102
443,2004-06-01,pce,8147.2,0.653754994823352
444,2004-07-01,pce,8218.9,0.659889964148506
445,2004-08-01,pce,8253.1,0.662816267508621
446,2004-09-01,pce,8321.1,0.668634648458557
447,2004-10-01,pce,8374.6,0.6732123452353449
448,2004-11-01,pce,8420.6,0.677148308819125
449,2004-12-01,pce,8481.5,0.6823591823463481
450,2005-01-01,pce,8470.2,0.6813923043355501
451,2005-02-01,pce,8529.2,0.686440605453877
452,2005-03-01,pce,8569.5,0.689888851810971
453,2005-04-01,pce,8645.6,0.696400304609356
454,2005-05-01,pce,8643.9,0.696254845085607
455,2005-06-01,pce,8724.8,0.7031770071275172
456,2005-07-01,pce,8829.5,0.7121356025019041
457,2005-08-01,pce,8832.4,0.712383739336533
458,2005-09-01,pce,8885.8,0.716952879670748
459,2005-10-01,pce,8926.6,0.7204439082407099
460,2005-11-01,pce,8938.5,0.721462124906949
461,2005-12-01,pce,8969.6,0.724123178547287
462,2006-01-01,pce,9059.8,0.7318410897485259
463,2006-02-01,pce,9090.1,0.734433691848277
464,2006-03-01,pce,9122.1,0.737171753471777
465,2006-04-01,pce,9174.8,0.7416809987079771
466,2006-05-01,pce,9215.1,0.745129245065072
467,2006-06-01,pce,9240.8,0.7473282508064449
468,2006-07-01,pce,9322.6,0.754327420831515
469,2006-08-01,pce,9321.8,0.754258969290928
470,2006-09-01,pce,9354.7,0.757074038897588
471,2006-10-01,pce,9373.2,0.758656980773674
472,2006-11-01,pce,9380.2,0.7592559317538141
473,2006-12-01,pce,9469.0,0.7668540527590251
474,2007-01-01,pce,9516.3,0.77090125009626
475,2007-02-01,pce,9546.8,0.773510965081158
476,2007-03-01,pce,9585.1,0.7767880825867841
477,2007-04-01,pce,9615.7,0.779406354014255
478,2007-05-01,pce,9651.3,0.782452447570398
479,2007-06-01,pce,9667.3,0.783821478382148
480,2007-07-01,pce,9709.6,0.7874408535907109
481,2007-08-01,pce,9753.9,0.7912313576507429
482,2007-09-01,pce,9797.9,0.7949961923830551
483,2007-10-01,pce,9827.0,0.797486117171925
484,2007-11-01,pce,9897.8,0.8035440785139171
485,2007-12-01,pce,9908.4,0.804451061426701
486,2008-01-01,pce,9930.0,0.806299253022563
487,2008-02-01,pce,9913.4,0.804878883555373
488,2008-03-01,pce,9959.4,0.8088148471391529
489,2008-04-01,pce,9996.8,0.8120149566616179
490,2008-05-01,pce,10053.8,0.8168921289284771
491,2008-06-01,pce,10107.9,0.821521164360705
492,2008-07-01,pce,10104.7,0.8212473581983559
493,2008-08-01,pce,10094.7,0.8203917139410121
494,2008-09-01,pce,10043.5,0.8160108153434129
495,2008-10-01,pce,9960.3,0.8088918551223141
496,2008-11-01,pce,9820.8,0.7969556177323721
497,2008-12-01,pce,9730.7,0.7892462629737059
498,2009-01-01,pce,9783.8,0.7937897339802
499,2009-02-01,pce,9766.0,0.7922666872021291
500,2009-03-01,pce,9718.5,0.7882023769797472
501,2009-04-01,pce,9724.8,0.7887414328618729
502,2009-05-01,pce,9748.9,0.7908035355220709
503,2009-06-01,pce,9806.9,0.7957662722146641
504,2009-07-01,pce,9841.7,0.7987439142302201
505,2009-08-01,pce,9961.0,0.808951750220328
506,2009-09-01,pce,9883.4,0.8023119507833419
507,2009-10-01,pce,9931.9,0.8064618254314591
508,2009-11-01,pce,9940.5,0.807197679492774
509,2009-12-01,pce,9998.9,0.8121946419556599
510,2010-01-01,pce,10001.8,0.81244277879029
511,2010-02-01,pce,10030.6,0.8149070342514398
512,2010-03-01,pce,10089.1,0.8199125531568999
513,2010-04-01,pce,10112.9,0.821948986489377
514,2010-05-01,pce,10131.0,0.8234977025951691
515,2010-06-01,pce,10151.4,0.82524321688015
516,2010-07-01,pce,10184.7,0.8280925122571041
517,2010-08-01,pce,10228.2,0.831814564776549
518,2010-09-01,pce,10249.0,0.833594304831823
519,2010-10-01,pce,10304.7,0.8383602433452271
520,2010-11-01,pce,10354.7,0.8426384646319449
521,2010-12-01,pce,10392.1,0.8458385741544101
522,2011-01-01,pce,10435.5,0.8495520702312809
523,2011-02-01,pce,10470.1,0.8525125993616891
524,2011-03-01,pce,10550.5,0.8593919791907321
525,2011-04-01,pce,10587.6,0.862566419385476
526,2011-05-01,pce,10612.0,0.864654191373395
527,2011-06-01,pce,10636.8,0.8667761891316071
528,2011-07-01,pce,10677.5,0.870258661258995
529,2011-08-01,pce,10700.6,0.8722351994934592
530,2011-09-01,pce,10738.1,0.8754438654584971
531,2011-10-01,pce,10753.1,0.8767273318445121
532,2011-11-01,pce,10759.5,0.877274944169212
533,2011-12-01,pce,10772.2,0.878361612376039
534,2012-01-01,pce,10862.1,0.886053854249557
535,2012-02-01,pce,10953.5,0.893874442761677
536,2012-03-01,pce,10951.8,0.893728983237929
537,2012-04-01,pce,10979.7,0.896116230715918
538,2012-05-01,pce,10968.6,0.895166465590266
539,2012-06-01,pce,10946.3,0.89325837889639
540,2012-07-01,pce,10977.2,0.8959023196515821
541,2012-08-01,pce,11004.1,0.8982040027038359
542,2012-09-01,pce,11061.5,0.903115400740988
543,2012-10-01,pce,11099.8,0.906392518246614
544,2012-11-01,pce,11136.8,0.909558401998785
545,2012-12-01,pce,11140.5,0.909874990374002
546,2013-01-01,pce,11202.8,0.915205654097253
547,2013-02-01,pce,11239.6,0.918354424964277
548,2013-03-01,pce,11227.1,0.917284869642597
549,2013-04-01,pce,11205.4,0.915428121604162
