,country,indicator,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017
38,ASM,SP.POP.TOTL,57521.0,58175.0,58731.0,59117.0,59264.0,59118.0,58650.0,57903.0,57030.0,56227.0,55637.0,55320.0,55230.0,55307.0,55437.0,55537.0,55599.0,55641.0
39,ASM,SP.POP.GROW,1.3142081336336202,1.1305610669384099,0.951198727415995,0.6550834640912829,0.24835079202860602,-0.24665924553216603,-0.7947871468908051,-1.2818378391303897,-1.51917515397331,-1.4180376590663002,-1.05486210207446,-0.571394076048246,-0.162822288346136,0.139319888281354,0.23477580674886603,0.18022244321511605,0.11157501877333502,0.0755124091976669
40,ATG,SP.URB.TOTL,26853.0,26997.0,26827.0,26593.0,26333.0,26078.0,25832.0,25589.0,25344.0,25097.0,24837.0,24603.0,24703.0,24798.0,24892.0,24981.0,25085.0,25210.0
41,ATG,SP.URB.GROW,0.995517203719504,0.534820216300951,-0.631690566648088,-0.8760819792638421,-0.982511776985415,-0.9730858489667159,-0.947801354530643,-0.945146181258422,-0.9620556011374499,-0.9793698549940759,-1.04138402572961,-0.94660901023947,0.40563070260624,0.383831100920406,0.378346194932115,0.356906921482058,0.415452201442437,0.497068326361211
42,ATG,SP.POP.TOTL,83584.0,85057.0,86266.0,87293.0,88257.0,89253.0,90301.0,91381.0,92478.0,93581.0,94661.0,95719.0,96777.0,97824.0,98875.0,99923.0,100963.0,102012.0
43,ATG,SP.POP.GROW,2.11959692922449,1.7469505767876699,1.4113925971716499,1.18347304011419,1.09827364264006,1.12220207591606,1.16735010185345,1.1889044830141202,1.19331990037546,1.18565930323636,1.14747171215348,1.11147273015805,1.0992546896492,1.07605829638154,1.06864803793939,1.05434632980079,1.0354223704113399,1.0336340333283
44,AUS,SP.URB.TOTL,16133530.0,16326333.0,16550802.0,16780377.0,17000206.0,17250330.0,17531121.0,17666387.0,18049708.0,18451611.0,18767085.0,19056040.0,19422528.0,19790208.0,20120012.0,20440360.0,20772874.0,21131467.0
45,AUS,SP.URB.GROW,1.03213873124927,1.18796106712273,1.3655234129413798,1.37756081460967,1.30152936202965,1.46058120993102,1.6146370677960402,0.7686150162906801,2.14657127926835,2.2022176385075602,1.69528537779197,1.5279574161434701,1.9049517781231,1.8753640449629398,1.6527671734823897,1.5796436052035099,1.6136623263406298,1.7115255604197201
46,AUS,SP.POP.TOTL,19153000.0,19413000.0,19651400.0,19895400.0,20127400.0,20394800.0,20697900.0,20827600.0,21249200.0,21691700.0,22031750.0,22340024.0,22742475.0,23145901.0,23504138.0,23850784.0,24210809.0,24598933.0
47,AUS,SP.POP.GROW,1.1922723234483201,1.3483583422714498,1.22056378534358,1.23399666342628,1.15935216218033,1.31978955436191,1.47522794532757,0.6246784350141851,2.00402174031569,2.0610451296841004,1.55548958906995,1.3895273156180301,1.78544535033273,1.75833807698328,1.53587885355185,1.46405981561408,1.49820974240174,1.5903881678407
48,AUT,SP.URB.TOTL,4824004.0,4820068.0,4821291.0,4822095.0,4829142.0,4839033.0,4839801.0,4832038.0,4823638.0,4812679.0,4800510.0,4792887.0,4817487.0,4861991.0,4916377.0,4988134.0,5058968.0,5117624.0
49,AUT,SP.URB.GROW,-0.22017599153974898,-0.0816252765125744,0.0253698675997875,0.0166746410827647,0.14603311994825502,0.20460952456336498,0.0158696802034512,-0.16052793407859,-0.173990969023818,-0.22745214223755397,-0.253173145767403,-0.15892184185428399,0.511947895650249,0.919560199445851,1.11238523257782,1.4490014803775702,1.41006179973647,1.15277589120397
50,AUT,SP.POP.TOTL,8011566.0,8042293.0,8081957.0,8121423.0,8171966.0,8227829.0,8268641.0,8295487.0,8321496.0,8343323.0,8363404.0,8391643.0,8429991.0,8479823.0,8546356.0,8642699.0,8736668.0,8809212.0
51,AUT,SP.POP.GROW,0.240466652446524,0.3827993944832171,0.49198046425522,0.48713389482683794,0.620413127334181,0.681267248299787,0.49479777509846595,0.324146535285463,0.313041437661508,0.261953189906348,0.24039429950076602,0.337080841831645,0.45593747231890996,0.589387254692989,0.781541632525841,1.1209925023695801,1.0813962987280201,0.826911085320376
52,AZE,SP.URB.TOTL,4135854.0,4184325.0,4232008.0,4280744.0,4335079.0,4396406.0,4461940.0,4530068.0,4643726.0,4759039.0,4835557.0,4920166.0,5008847.0,5098727.0,5189181.0,5279540.0,5368846.0,5458164.0
53,AZE,SP.URB.GROW,1.21344378120309,1.16515638336764,1.13311843032047,1.1450241349034198,1.26130075641327,1.40475551381099,1.47962600704689,1.51533013846802,2.4780110813893597,2.45286958706445,1.59505668203145,1.7345945847781201,1.7863479117565702,1.7785151839915,1.7584980527391398,1.72630914534638,1.6774015137061,1.64994816233858
54,AZE,SP.POP.TOTL,8048600.0,8111200.0,8171950.0,8234100.0,8306500.0,8391850.0,8484550.0,8581300.0,8763400.0,8947243.0,9054332.0,9173082.0,9295784.0,9416801.0,9535079.0,9649341.0,9757812.0,9862429.0
55,AZE,SP.POP.GROW,0.8215199636742109,0.7747659393866129,0.7461735827169851,0.757650955616913,0.8754272804824541,1.02226559239828,1.09858657441812,1.13385546615645,2.09985403259251,2.07614826384645,1.18978770786007,1.30300085487651,1.3287638273375502,1.29344702700591,1.2482089973558799,1.19120985807018,1.11785721013911,1.06642921950552
56,BDI,SP.URB.TOTL,527802.0,554689.0,585303.0,619383.0,656404.0,695933.0,738137.0,783159.0,830917.0,880822.0,932977.0,987099.0,1043248.0,1102293.0,1164857.0,1231868.0,1303728.0,1380411.0
57,BDI,SP.URB.GROW,4.500274072603281,4.96863829493526,5.37220655351358,5.65941593863876,5.80526317955304,5.84769382903071,5.887605289556,5.92062962815172,5.91941696941168,5.83256521858265,5.752498649226661,5.63897894725654,5.532386402905081,5.50536322069695,5.52057770939178,5.5933383811434005,5.66961362757246,5.715342812498079
58,BDI,SP.POP.TOTL,6400706.0,6555829.0,6741569.0,6953113.0,7182451.0,7423289.0,7675338.0,7939573.0,8212264.0,8489031.0,8766930.0,9043508.0,9319710.0,9600186.0,9891790.0,10199270.0,10524117.0,10864245.0
59,BDI,SP.POP.GROW,1.92071203570626,2.39462807823415,2.7938109586502997,3.08967858118882,3.24512167485155,3.2981530712579,3.3390111168039702,3.3847163883889704,3.37691512405289,3.31462128178905,3.2211828553465,3.10604641410092,3.0084360105262595,2.96509609525352,2.99226468715451,3.06110289439754,3.1353331460468,3.1807641546363903
60,BEL,SP.URB.TOTL,9956937.0,9997106.0,10047703.0,10095562.0,10144977.0,10206487.0,10279407.0,10360589.0,10448114.0,10537701.0,10639649.0,10793425.0,10877193.0,10935565.0,10966157.0,11034732.0,11095615.0,11140192.0
61,BEL,SP.URB.GROW,0.30843131230723103,0.402615693084428,0.504840005818933,0.47518701715664796,0.48827848090044,0.6044792384012231,0.711907500572579,0.7866514958820792,0.841239515661802,0.853791422542778,0.962809676840454,1.4349657794611002,0.7731059375325521,0.5352109929350011,0.279357211228507,0.623385919307908,0.5502232170188709,0.400948431673052
62,BEL,SP.POP.TOTL,10251250.0,10286570.0,10332785.0,10376133.0,10421137.0,10478617.0,10547958.0,10625700.0,10709973.0,10796493.0,10895586.0,11047744.0,11128246.0,11182817.0,11209057.0,11274196.0,11331422.0,11372068.0
63,BEL,SP.POP.GROW,0.242517956221334,0.343951157623668,0.448268894821562,0.418641508069053,0.432788248129175,0.550055708089009,0.659558214980699,0.7343308307659191,0.7899768454801491,0.8045995726198609,0.913639391631709,1.38684911331611,0.7260316551320308,0.489184301296706,0.23437084373816602,0.579446241677791,0.5063000024513761,0.358059870317671
64,BEN,SP.URB.TOTL,2631925.0,2735157.0,2847830.0,2973327.0,3103024.0,3236233.0,3372954.0,3513642.0,3658706.0,3808656.0,3964237.0,4125667.0,4292992.0,4466187.0,4646096.0,4832681.0,5026155.0,5226648.0
65,BEN,SP.URB.GROW,3.81702169305369,3.84733206319961,4.0368462508579395,4.31242271197826,4.26955920101675,4.2032879189515295,4.13789191989028,4.08641880982067,4.045642661300491,4.01668380136035,4.00370317732427,3.9914300911455,3.9756222057173103,3.9551098720575695,3.94922726080568,3.93740890619119,3.92538921472597,3.91148765394306
66,BEN,SP.POP.TOTL,6865951.0,7076733.0,7295394.0,7520555.0,7750004.0,7982225.0,8216896.0,8454791.0,8696916.0,8944706.0,9199259.0,9460802.0,9729160.0,10004451.0,10286712.0,10575952.0,10872298.0,11175692.0
67,BEN,SP.POP.GROW,2.98399477560651,3.0237802136321004,3.0430829580746503,3.03967483180195,3.00534210642385,2.95238351590553,2.8975327528389103,2.85407407622991,2.82352171141544,2.8093368838724904,2.8061088436156405,2.80342201500857,2.7970404052912903,2.7902532430492095,2.78228712901218,2.77297792645726,2.7635341812271803,2.7522976186394197
68,BFA,SP.URB.TOTL,2071321.0,2214526.0,2367405.0,2530418.0,2704755.0,2890681.0,3089300.0,3277395.0,3457080.0,3645825.0,3844033.0,4051997.0,4269905.0,4497980.0,4736607.0,4985855.0,5245987.0,5516754.0
69,BFA,SP.URB.GROW,6.71556371526171,6.6851817123201,6.67560334455822,6.659008792679019,6.6626828699679805,6.64807793204495,6.64524135254221,5.91043714998679,5.3375402594592,5.31583751748708,5.29393985799638,5.268777013235059,5.23817327384382,5.20368283571296,5.169264949210941,5.12838466517782,5.085850011258071,5.032624048229071
70,BFA,SP.POP.TOTL,11607942.0,11944587.0,12293100.0,12654621.0,13030569.0,13421930.0,13829177.0,14252021.0,14689726.0,15141099.0,15605217.0,16081904.0,16571216.0,17072723.0,17585977.0,18110624.0,18646433.0,19193382.0
71,BFA,SP.POP.GROW,2.84188512544412,2.85886860286955,2.87599243189296,2.89843155487871,2.92756137290048,2.9591877763592898,2.98906991864068,3.01180856291905,3.0249616647606,3.0264496675087402,3.01924468828771,3.0089383275868897,2.9972549681220197,2.98148293269498,2.96197793879113,2.9396904305894203,2.91561403403432,2.89106643716766
72,BGD,SP.URB.TOTL,31040015.0,32314461.0,33816861.0,35351142.0,36901038.0,38452444.0,40000914.0,41547693.0,43106068.0,44698589.0,46347659.0,48058996.0,49821756.0,51623507.0,53456560.0,55304800.0,57168296.0,59047279.0
73,BGD,SP.URB.GROW,3.6166338882331495,4.02376604528539,4.544468524526231,4.4371173076595705,4.29089833951032,4.1182576268388305,3.94800468523517,3.7939692441389603,3.6821779768720697,3.62781590627916,3.6228848598694903,3.6258555812161406,3.60224165650396,3.5525374664473395,3.4892230698795896,3.39903425731762,3.31397749513294,3.2338982998657397
74,BGD,SP.POP.TOTL,131581243.0,134107160.0,136600667.0,139019001.0,141307489.0,143431101.0,145368004.0,147139191.0,148805814.0,150454708.0,152149102.0,153911916.0,155727053.0,157571292.0,159405279.0,161200886.0,162951560.0,164669751.0
75,BGD,SP.POP.GROW,1.95819376686796,1.90147035149256,1.84226481418774,1.7548791635658798,1.63276673635881,1.4916498501316002,1.3413698368103502,1.2110530460863,1.12631778923329,1.1019901158423702,1.1198878880490601,1.1519490492873201,1.1724349801745502,1.17731889208496,1.1571880279305602,1.12014425853279,1.08016523912062,1.0488980387079698
76,BGR,SP.URB.TOTL,5629167.0,5539603.0,5448708.0,5433321.0,5419782.0,5406009.0,5391557.0,5378166.0,5366322.0,5357245.0,5347166.0,5337678.0,5331472.0,5326274.0,5320503.0,5310996.0,5298039.0,5283572.0
77,BGR,SP.URB.GROW,-0.17115765064292598,-1.60386362919759,-1.6544321190820699,-0.282796714742491,-0.24949559629417603,-0.25444805706983303,-0.26769011886588195,-0.24867876176487602,-0.22046662060333397,-0.16929072514474203,-0.18831494752128303,-0.177597398592412,-0.116335428781667,-0.0975440850654849,-0.108408405007288,-0.17884594701237802,-0.244263619495968,-0.27343679547217703
78,BGR,SP.POP.TOTL,8170172.0,8009142.0,7837161.0,7775327.0,7716860.0,7658972.0,7601022.0,7545338.0,7492561.0,7444443.0,7395599.0,7348328.0,7305888.0,7265115.0,7223938.0,7177991.0,7127822.0,7075991.0
79,BGR,SP.POP.GROW,-0.493896416633318,-1.99063220438276,-2.17069878030004,-0.7921136376355301,-0.754796951273604,-0.7529774454936451,-0.7595059155310591,-0.7352822839913091,-0.7019227445459799,-0.6442813625470539,-0.658275446635908,-0.641228920515067,-0.579220596364389,-0.559647217410859,-0.568389264052903,-0.638069468160719,-0.7013820978413311,-0.7298213523366559
80,BHR,SP.URB.TOTL,587333.0,616417.0,649672.0,688248.0,733577.0,786220.0,847736.0,916639.0,986747.0,1049687.0,1099826.0,1133761.0,1154099.0,1168545.0,1188257.0,1220937.0,1269685.0,1331176.0
81,BHR,SP.URB.GROW,4.31065984288015,4.83317322685245,5.2543937584388205,5.768161795380401,6.378333011753191,6.9304083268624606,7.5332615082982395,7.814445315202541,7.36999545357297,6.18336292196817,4.665996098196019,3.03884392413877,1.77795282523374,1.24394321988696,1.67281423441557,2.71310692349667,3.9150241463741295,4.72939238665936
82,BHR,SP.POP.TOTL,664614.0,697549.0,735148.0,778711.0,829848.0,889168.0,958414.0,1035891.0,1114590.0,1185029.0,1240862.0,1278269.0,1300217.0,1315411.0,1336397.0,1371855.0,1425171.0,1492584.0
83,BHR,SP.POP.GROW,4.31513063667666,4.8366341123038294,5.24990773626416,5.7568149104042,6.36025628989307,6.90436425483572,7.499364089588861,7.77373699950485,7.32246983377223,6.128062257689249,4.60390525330931,2.9700519544897097,1.7024354674831599,1.1617990711133501,1.58280223356287,2.6186651926361497,3.8127967933758597,4.62170395867266
84,BHS,SP.URB.TOTL,244291.0,248719.0,253793.0,259335.0,265039.0,270702.0,276254.0,281743.0,287110.0,292348.0,297423.0,302331.0,307051.0,311585.0,315931.0,320093.0,324065.0,327853.0
85,BHS,SP.URB.GROW,1.68382708681751,1.79636075228116,2.0195228970650603,2.16016880971798,2.1756322744279597,2.11415998765121,2.03021475195019,1.96745755256109,1.8870109698990902,1.8079455893432799,1.7210494472505102,1.6367075710735601,1.5491413902253797,1.46583166299388,1.38516611151223,1.30877432567746,1.23325343848161,1.16212242385941
86,BHS,SP.POP.TOTL,297890.0,303135.0,309157.0,315746.0,322526.0,329249.0,335830.0,342328.0,348676.0,354856.0,360832.0,366568.0,372039.0,377240.0,382169.0,386838.0,391232.0,395361.0
87,BHS,SP.POP.GROW,1.46013664991475,1.74539599940271,1.96709876399798,2.10888544218582,2.12456602410762,2.06305502717715,1.97907761321495,1.91642622365806,1.8373782459194499,1.75689491400214,1.6700402670638999,1.57715669462138,1.4814644489824098,1.38829021880535,1.2981329474122298,1.21430815894272,1.12947336670266,1.04985371711888
88,BIH,SP.URB.TOTL,1596481.0,1610263.0,1624126.0,1637548.0,1650456.0,1662550.0,1673624.0,1683242.0,1690609.0,1694907.0,1695707.0,1692377.0,1685432.0,1677009.0,1670315.0,1668019.0,1671121.0,1679019.0
89,BIH,SP.URB.GROW,0.947675744457514,0.859568762444982,0.8572305243907841,0.8230176138023629,0.785161229270525,0.730095491613513,0.663876684622058,0.5730360591615611,0.436712333085914,0.253905301822541,0.0471890940605789,-0.19657134074999302,-0.41121388370259293,-0.501006121362525,-0.39996181568483,-0.137553663715009,0.18579639621877997,0.47150355698964797
90,BIH,SP.POP.TOTL,3766706.0,3771284.0,3775807.0,3779247.0,3781287.0,3781530.0,3779468.0,3774000.0,3763599.0,3746561.0,3722084.0,3688865.0,3648200.0,3604999.0,3566002.0,3535961.0,3516816.0,3507017.0
91,BIH,SP.POP.GROW,0.201652405671478,0.121464755534373,0.11986076599583599,0.0910648749228609,0.0539644435037752,0.00642617691485658,-0.05454306564079401,-0.14478120394897,-0.27597664989705106,-0.453732789463545,-0.655462607580553,-0.8964903815306701,-1.1084927390963202,-1.19124019263136,-1.0876413051076301,-0.8459964990479342,-0.542908049545518,-0.27902162130992797
92,BLR,SP.URB.TOTL,6983033.0,6995457.0,6998521.0,6996348.0,6994710.0,6992229.0,6993921.0,7005597.0,7024602.0,7051358.0,7086808.0,7122689.0,7164339.0,7212995.0,7266287.0,7324181.0,7378986.0,7428883.0
93,BLR,SP.URB.GROW,0.233049857909096,0.17775887483510397,0.0437902653407329,-0.0310542387708375,-0.0234149555735391,-0.0354759540457049,0.0241953648181244,0.166805781560358,0.270915781365443,0.380166357741498,0.501480521478588,0.505029506160269,0.583048034751246,0.676845731653808,0.7361171727103492,0.793590772278005,0.74548910200434,0.673928015587619
94,BLR,SP.POP.TOTL,9979610.0,9928549.0,9865548.0,9796749.0,9730146.0,9663915.0,9604924.0,9560953.0,9527985.0,9506765.0,9490583.0,9473172.0,9464495.0,9465997.0,9474511.0,9489616.0,9501534.0,9507875.0
