,id,date,time,name,size,type,price
61,2015-000022,2015-01-01,14:16:26,five_cheese,L,veggie,18.5
62,2015-000023,2015-01-01,14:19:03,southw_ckn,S,chicken,12.75
63,2015-000024,2015-01-01,14:23:01,ital_cpcllo,M,classic,16.0
64,2015-000024,2015-01-01,14:23:01,pepperoni,M,classic,12.5
65,2015-000024,2015-01-01,14:23:01,prsc_argla,S,supreme,12.5
66,2015-000024,2015-01-01,14:23:01,bbq_ckn,M,chicken,16.75
67,2015-000025,2015-01-01,14:44:44,thai_ckn,L,chicken,20.75
68,2015-000025,2015-01-01,14:44:44,sicilian,M,supreme,16.25
69,2015-000026,2015-01-01,14:54:26,classic_dlx,S,classic,12.0
70,2015-000026,2015-01-01,14:54:26,veggie_veg,L,veggie,20.25
71,2015-000027,2015-01-01,15:11:17,bbq_ckn,L,chicken,20.75
72,2015-000027,2015-01-01,15:11:17,spinach_fet,L,veggie,20.25
73,2015-000027,2015-01-01,15:11:17,classic_dlx,M,classic,16.0
74,2015-000028,2015-01-01,15:35:46,ckn_alfredo,S,chicken,12.75
75,2015-000029,2015-01-01,15:41:01,green_garden,S,veggie,12.0
76,2015-000030,2015-01-01,15:41:25,thai_ckn,L,chicken,20.75
77,2015-000031,2015-01-01,15:50:18,mexicana,M,veggie,16.0
78,2015-000031,2015-01-01,15:50:18,pepperoni,S,classic,9.75
79,2015-000032,2015-01-01,15:53:18,ital_cpcllo,L,classic,20.5
80,2015-000032,2015-01-01,15:53:18,green_garden,L,veggie,20.25
81,2015-000032,2015-01-01,15:53:18,big_meat,S,classic,12.0
82,2015-000032,2015-01-01,15:53:18,ital_supr,M,supreme,16.5
83,2015-000033,2015-01-01,15:54:08,bbq_ckn,L,chicken,20.75
84,2015-000033,2015-01-01,15:54:08,green_garden,S,veggie,12.0
85,2015-000034,2015-01-01,16:21:21,the_greek,S,classic,12.0
86,2015-000035,2015-01-01,16:32:04,pepperoni,M,classic,12.5
87,2015-000035,2015-01-01,16:32:04,pep_msh_pep,L,classic,17.5
88,2015-000035,2015-01-01,16:32:04,thai_ckn,L,chicken,20.75
89,2015-000035,2015-01-01,16:32:04,green_garden,M,veggie,16.0
90,2015-000036,2015-01-01,16:54:09,bbq_ckn,M,chicken,16.75
91,2015-000036,2015-01-01,16:54:09,classic_dlx,M,classic,16.0
92,2015-000037,2015-01-01,16:56:09,mexicana,L,veggie,20.25
93,2015-000037,2015-01-01,16:56:09,ital_supr,L,supreme,20.75
94,2015-000038,2015-01-01,17:03:00,ital_cpcllo,L,classic,20.5
95,2015-000038,2015-01-01,17:03:00,hawaiian,S,classic,10.5
96,2015-000039,2015-01-01,17:07:23,ital_supr,L,supreme,20.75
97,2015-000040,2015-01-01,17:14:36,southw_ckn,S,chicken,12.75
98,2015-000040,2015-01-01,17:14:36,four_cheese,L,veggie,17.95
99,2015-000041,2015-01-01,17:15:20,green_garden,S,veggie,12.0
100,2015-000041,2015-01-01,17:15:20,four_cheese,M,veggie,14.75
101,2015-000042,2015-01-01,17:28:09,big_meat,S,classic,12.0
102,2015-000042,2015-01-01,17:28:09,five_cheese,L,veggie,18.5
103,2015-000042,2015-01-01,17:28:09,peppr_salami,M,supreme,16.5
104,2015-000042,2015-01-01,17:28:09,mexicana,L,veggie,20.25
105,2015-000043,2015-01-01,17:38:34,ital_supr,M,supreme,16.5
106,2015-000043,2015-01-01,17:38:34,peppr_salami,L,supreme,20.75
107,2015-000043,2015-01-01,17:38:34,ckn_alfredo,M,chicken,16.75
108,2015-000044,2015-01-01,17:54:20,spin_pesto,S,veggie,12.5
109,2015-000045,2015-01-01,17:55:48,four_cheese,L,veggie,17.95
110,2015-000045,2015-01-01,17:55:48,hawaiian,S,classic,10.5
111,2015-000045,2015-01-01,17:55:48,thai_ckn,M,chicken,16.75
112,2015-000046,2015-01-01,18:25:51,thai_ckn,M,chicken,16.75
113,2015-000046,2015-01-01,18:25:51,ckn_pesto,L,chicken,20.75
114,2015-000046,2015-01-01,18:25:51,classic_dlx,L,classic,20.5
115,2015-000047,2015-01-01,18:26:34,veggie_veg,S,veggie,12.0
116,2015-000047,2015-01-01,18:26:34,southw_ckn,L,chicken,20.75
117,2015-000048,2015-01-01,18:26:42,prsc_argla,L,supreme,20.75
118,2015-000048,2015-01-01,18:26:42,spicy_ital,L,supreme,20.75
119,2015-000048,2015-01-01,18:26:42,green_garden,S,veggie,12.0
120,2015-000048,2015-01-01,18:26:42,ckn_pesto,M,chicken,16.75
121,2015-000049,2015-01-01,18:33:00,sicilian,L,supreme,20.25
122,2015-000050,2015-01-01,18:41:01,the_greek,XL,classic,25.5
123,2015-000051,2015-01-01,18:48:28,bbq_ckn,L,chicken,20.75
124,2015-000051,2015-01-01,18:48:28,pep_msh_pep,L,classic,17.5
125,2015-000052,2015-01-01,18:53:02,spicy_ital,L,supreme,20.75
126,2015-000052,2015-01-01,18:53:02,mexicana,L,veggie,20.25
127,2015-000052,2015-01-01,18:53:02,hawaiian,L,classic,16.5
128,2015-000053,2015-01-01,18:54:17,pep_msh_pep,S,classic,11.0
129,2015-000053,2015-01-01,18:54:17,spinach_supr,M,supreme,16.5
130,2015-000054,2015-01-01,19:01:45,prsc_argla,M,supreme,16.5
131,2015-000054,2015-01-01,19:01:45,thai_ckn,L,chicken,20.75
132,2015-000055,2015-01-01,19:03:19,peppr_salami,S,supreme,12.5
133,2015-000055,2015-01-01,19:03:19,spicy_ital,L,supreme,20.75
134,2015-000056,2015-01-01,19:07:00,southw_ckn,M,chicken,16.75
135,2015-000056,2015-01-01,19:07:00,classic_dlx,M,classic,16.0
136,2015-000056,2015-01-01,19:07:00,mediterraneo,L,veggie,20.25
137,2015-000057,2015-01-01,19:10:51,classic_dlx,M,classic,16.0
138,2015-000058,2015-01-01,19:30:40,five_cheese,L,veggie,18.5
139,2015-000058,2015-01-01,19:30:40,pepperoni,M,classic,12.5
140,2015-000059,2015-01-01,19:40:08,pep_msh_pep,S,classic,11.0
141,2015-000059,2015-01-01,19:40:08,pepperoni,L,classic,15.25
142,2015-000059,2015-01-01,19:40:08,ital_veggie,S,veggie,12.75
143,2015-000060,2015-01-01,20:05:16,ckn_pesto,L,chicken,20.75
144,2015-000060,2015-01-01,20:05:16,four_cheese,M,veggie,14.75
145,2015-000061,2015-01-01,20:08:43,ital_supr,L,supreme,20.75
146,2015-000061,2015-01-01,20:08:43,bbq_ckn,M,chicken,16.75
147,2015-000062,2015-01-01,20:50:16,spinach_supr,M,supreme,16.5
148,2015-000062,2015-01-01,20:50:16,bbq_ckn,M,chicken,16.75
149,2015-000063,2015-01-01,20:51:42,pep_msh_pep,M,classic,14.5
150,2015-000064,2015-01-01,20:52:08,big_meat,S,classic,12.0
151,2015-000065,2015-01-01,21:16:00,spinach_supr,M,supreme,16.5
152,2015-000065,2015-01-01,21:16:00,pep_msh_pep,S,classic,11.0
153,2015-000065,2015-01-01,21:16:00,sicilian,S,supreme,12.25
154,2015-000065,2015-01-01,21:16:00,spicy_ital,S,supreme,12.5
155,2015-000066,2015-01-01,21:47:55,classic_dlx,M,classic,16.0
156,2015-000066,2015-01-01,21:47:55,ital_cpcllo,M,classic,16.0
157,2015-000067,2015-01-01,22:03:40,southw_ckn,L,chicken,20.75
158,2015-000068,2015-01-01,22:07:32,ital_supr,L,supreme,20.75
159,2015-000068,2015-01-01,22:07:32,classic_dlx,M,classic,16.0
160,2015-000068,2015-01-01,22:07:32,ital_supr,M,supreme,16.5
161,2015-000069,2015-01-01,22:12:13,bbq_ckn,L,chicken,20.75
162,2015-000070,2015-01-02,11:38:51,soppressata,L,supreme,20.75
163,2015-000070,2015-01-02,11:38:51,ital_veggie,S,veggie,12.75
164,2015-000071,2015-01-02,11:40:50,thai_ckn,L,chicken,20.75
165,2015-000072,2015-01-02,11:57:25,spinach_fet,L,veggie,20.25
166,2015-000073,2015-01-02,11:58:56,thai_ckn,S,chicken,12.75
167,2015-000074,2015-01-02,12:01:12,mexicana,L,veggie,20.25
168,2015-000074,2015-01-02,12:01:12,spin_pesto,S,veggie,12.5
169,2015-000074,2015-01-02,12:01:12,spinach_supr,L,supreme,20.75
170,2015-000074,2015-01-02,12:01:12,five_cheese,L,veggie,18.5
171,2015-000075,2015-01-02,12:10:15,napolitana,L,classic,20.5
172,2015-000075,2015-01-02,12:10:15,ital_supr,S,supreme,12.5
173,2015-000075,2015-01-02,12:10:15,mediterraneo,L,veggie,20.25
174,2015-000076,2015-01-02,12:21:17,hawaiian,L,classic,16.5
175,2015-000076,2015-01-02,12:21:17,ital_veggie,L,veggie,21.0
176,2015-000076,2015-01-02,12:21:17,spicy_ital,L,supreme,20.75
177,2015-000076,2015-01-02,12:21:17,big_meat,S,classic,12.0
178,2015-000077,2015-01-02,12:22:46,hawaiian,M,classic,13.25
179,2015-000077,2015-01-02,12:22:46,bbq_ckn,M,chicken,16.75
180,2015-000078,2015-01-02,12:28:14,classic_dlx,S,classic,12.0
181,2015-000078,2015-01-02,12:28:14,spicy_ital,L,supreme,20.75
182,2015-000078,2015-01-02,12:28:14,spicy_ital,L,supreme,20.75
183,2015-000078,2015-01-02,12:28:14,thai_ckn,S,chicken,12.75
184,2015-000078,2015-01-02,12:28:14,four_cheese,L,veggie,17.95
185,2015-000078,2015-01-02,12:28:14,ital_cpcllo,M,classic,16.0
186,2015-000078,2015-01-02,12:28:14,spicy_ital,L,supreme,20.75
187,2015-000078,2015-01-02,12:28:14,big_meat,S,classic,12.0
188,2015-000079,2015-01-02,12:29:11,ital_cpcllo,L,classic,20.5
189,2015-000079,2015-01-02,12:29:11,thai_ckn,L,chicken,20.75
190,2015-000079,2015-01-02,12:29:11,pep_msh_pep,S,classic,11.0
191,2015-000080,2015-01-02,12:35:38,pepperoni,S,classic,9.75
192,2015-000080,2015-01-02,12:35:38,thai_ckn,M,chicken,16.75
193,2015-000081,2015-01-02,12:40:01,thai_ckn,L,chicken,20.75
194,2015-000082,2015-01-02,12:45:51,spicy_ital,L,supreme,20.75
195,2015-000082,2015-01-02,12:45:51,big_meat,S,classic,12.0
196,2015-000082,2015-01-02,12:45:51,cali_ckn,M,chicken,16.75
197,2015-000082,2015-01-02,12:45:51,veggie_veg,M,veggie,16.0
198,2015-000083,2015-01-02,12:53:27,southw_ckn,S,chicken,12.75
199,2015-000084,2015-01-02,13:13:41,pepperoni,L,classic,15.25
200,2015-000085,2015-01-02,13:34:49,classic_dlx,S,classic,12.0
201,2015-000085,2015-01-02,13:34:49,classic_dlx,M,classic,16.0
202,2015-000085,2015-01-02,13:34:49,ital_supr,L,supreme,20.75
203,2015-000085,2015-01-02,13:34:49,the_greek,M,classic,16.0
204,2015-000086,2015-01-02,13:40:31,hawaiian,L,classic,16.5
205,2015-000087,2015-01-02,14:01:02,mexicana,M,veggie,16.0
206,2015-000087,2015-01-02,14:01:02,ital_cpcllo,M,classic,16.0
207,2015-000087,2015-01-02,14:01:02,spinach_supr,S,supreme,12.5
208,2015-000087,2015-01-02,14:01:02,spinach_supr,L,supreme,20.75
209,2015-000088,2015-01-02,14:10:08,five_cheese,L,veggie,18.5
210,2015-000089,2015-01-02,14:30:19,thai_ckn,L,chicken,20.75
211,2015-000089,2015-01-02,14:30:19,soppressata,L,supreme,20.75
212,2015-000090,2015-01-02,15:08:48,thai_ckn,S,chicken,12.75
213,2015-000090,2015-01-02,15:08:48,sicilian,L,supreme,20.25
214,2015-000091,2015-01-02,15:14:43,bbq_ckn,L,chicken,20.75
215,2015-000091,2015-01-02,15:14:43,pepperoni,S,classic,9.75
216,2015-000091,2015-01-02,15:14:43,bbq_ckn,L,chicken,20.75
217,2015-000091,2015-01-02,15:14:43,ckn_pesto,S,chicken,12.75
218,2015-000092,2015-01-02,15:17:02,spinach_fet,S,veggie,12.0
219,2015-000092,2015-01-02,15:17:02,ital_supr,M,supreme,16.5
220,2015-000092,2015-01-02,15:17:02,peppr_salami,M,supreme,16.5
221,2015-000092,2015-01-02,15:17:02,bbq_ckn,M,chicken,16.75
222,2015-000092,2015-01-02,15:17:02,spinach_supr,S,supreme,12.5
223,2015-000092,2015-01-02,15:17:02,the_greek,M,classic,16.0
224,2015-000092,2015-01-02,15:17:02,ital_supr,L,supreme,20.75
225,2015-000092,2015-01-02,15:17:02,pepperoni,M,classic,12.5
226,2015-000092,2015-01-02,15:17:02,ital_veggie,S,veggie,12.75
227,2015-000092,2015-01-02,15:17:02,the_greek,M,classic,16.0
228,2015-000093,2015-01-02,15:29:31,sicilian,M,supreme,16.25
229,2015-000094,2015-01-02,16:17:16,ital_cpcllo,M,classic,16.0
230,2015-000094,2015-01-02,16:17:16,southw_ckn,S,chicken,12.75
231,2015-000095,2015-01-02,16:18:04,peppr_salami,L,supreme,20.75
232,2015-000095,2015-01-02,16:18:04,napolitana,S,classic,12.0
233,2015-000096,2015-01-02,16:21:20,napolitana,S,classic,12.0
234,2015-000097,2015-01-02,16:45:33,big_meat,S,classic,12.0
235,2015-000098,2015-01-02,17:18:18,napolitana,L,classic,20.5
236,2015-000098,2015-01-02,17:18:18,classic_dlx,L,classic,20.5
237,2015-000099,2015-01-02,17:45:42,ital_supr,L,supreme,20.75
238,2015-000100,2015-01-02,17:46:17,hawaiian,L,classic,16.5
239,2015-000101,2015-01-02,17:51:33,soppressata,L,supreme,20.75
240,2015-000101,2015-01-02,17:51:33,cali_ckn,L,chicken,20.75
241,2015-000101,2015-01-02,17:51:33,pepperoni,L,classic,15.25
242,2015-000101,2015-01-02,17:51:33,spicy_ital,M,supreme,16.5
243,2015-000102,2015-01-02,17:54:04,prsc_argla,S,supreme,12.5
244,2015-000102,2015-01-02,17:54:04,bbq_ckn,S,chicken,12.75
245,2015-000103,2015-01-02,18:02:09,spinach_supr,S,supreme,12.5
246,2015-000104,2015-01-02,18:02:12,veggie_veg,L,veggie,20.25
247,2015-000104,2015-01-02,18:02:12,bbq_ckn,M,chicken,16.75
248,2015-000104,2015-01-02,18:02:12,ital_veggie,M,veggie,16.75
249,2015-000104,2015-01-02,18:02:12,ckn_alfredo,M,chicken,16.75
250,2015-000105,2015-01-02,18:12:01,hawaiian,S,classic,10.5
251,2015-000105,2015-01-02,18:12:01,hawaiian,S,classic,10.5
252,2015-000105,2015-01-02,18:12:01,prsc_argla,M,supreme,16.5
253,2015-000105,2015-01-02,18:12:01,pepperoni,L,classic,15.25
254,2015-000106,2015-01-02,18:12:13,spicy_ital,L,supreme,20.75
255,2015-000106,2015-01-02,18:12:13,mexicana,L,veggie,20.25
256,2015-000107,2015-01-02,18:25:09,ital_supr,M,supreme,16.5
257,2015-000107,2015-01-02,18:25:09,cali_ckn,L,chicken,20.75
258,2015-000107,2015-01-02,18:25:09,veggie_veg,L,veggie,20.25
259,2015-000107,2015-01-02,18:25:09,spicy_ital,L,supreme,20.75
260,2015-000108,2015-01-02,18:25:25,hawaiian,L,classic,16.5
261,2015-000108,2015-01-02,18:25:25,classic_dlx,L,classic,20.5
262,2015-000108,2015-01-02,18:25:25,spinach_supr,L,supreme,20.75
263,2015-000109,2015-01-02,18:27:50,prsc_argla,L,supreme,20.75
264,2015-000109,2015-01-02,18:27:50,pepperoni,M,classic,12.5
265,2015-000109,2015-01-02,18:27:50,ital_cpcllo,L,classic,20.5
266,2015-000109,2015-01-02,18:27:50,ital_supr,L,supreme,20.75
267,2015-000110,2015-01-02,18:36:19,soppressata,L,supreme,20.75
268,2015-000110,2015-01-02,18:36:19,napolitana,L,classic,20.5
269,2015-000110,2015-01-02,18:36:19,big_meat,S,classic,12.0
270,2015-000110,2015-01-02,18:36:19,spicy_ital,S,supreme,12.5
271,2015-000111,2015-01-02,18:38:01,cali_ckn,M,chicken,16.75
272,2015-000111,2015-01-02,18:38:01,spin_pesto,L,veggie,20.75
273,2015-000111,2015-01-02,18:38:01,pepperoni,M,classic,12.5
274,2015-000111,2015-01-02,18:38:01,five_cheese,L,veggie,18.5
275,2015-000112,2015-01-02,18:41:40,pepperoni,S,classic,9.75
276,2015-000113,2015-01-02,18:50:21,cali_ckn,L,chicken,20.75
277,2015-000113,2015-01-02,18:50:21,southw_ckn,M,chicken,16.75
278,2015-000113,2015-01-02,18:50:21,mexicana,L,veggie,20.25
279,2015-000114,2015-01-02,18:59:32,pepperoni,L,classic,15.25
280,2015-000114,2015-01-02,18:59:32,sicilian,S,supreme,12.25
281,2015-000115,2015-01-02,19:05:17,thai_ckn,M,chicken,16.75
282,2015-000115,2015-01-02,19:05:17,big_meat,S,classic,12.0
283,2015-000115,2015-01-02,19:05:17,napolitana,L,classic,20.5
284,2015-000116,2015-01-02,19:18:49,five_cheese,L,veggie,18.5
285,2015-000117,2015-01-02,19:23:02,peppr_salami,M,supreme,16.5
286,2015-000117,2015-01-02,19:23:02,sicilian,L,supreme,20.25
287,2015-000118,2015-01-02,19:26:59,prsc_argla,L,supreme,20.75
288,2015-000118,2015-01-02,19:26:59,spinach_fet,S,veggie,12.0
289,2015-000119,2015-01-02,19:32:29,four_cheese,M,veggie,14.75
290,2015-000120,2015-01-02,19:35:07,spinach_fet,L,veggie,20.25
291,2015-000120,2015-01-02,19:35:07,hawaiian,S,classic,10.5
292,2015-000120,2015-01-02,19:35:07,classic_dlx,S,classic,12.0
293,2015-000121,2015-01-02,19:38:48,sicilian,L,supreme,20.25
294,2015-000121,2015-01-02,19:38:48,bbq_ckn,M,chicken,16.75
295,2015-000121,2015-01-02,19:38:48,southw_ckn,L,chicken,20.75
296,2015-000121,2015-01-02,19:38:48,four_cheese,L,veggie,17.95
297,2015-000122,2015-01-02,19:50:19,ital_supr,M,supreme,16.5
298,2015-000123,2015-01-02,20:12:09,ital_cpcllo,S,classic,12.0
299,2015-000124,2015-01-02,20:12:34,bbq_ckn,S,chicken,12.75
300,2015-000124,2015-01-02,20:12:34,the_greek,S,classic,12.0
301,2015-000124,2015-01-02,20:12:34,sicilian,L,supreme,20.25
302,2015-000124,2015-01-02,20:12:34,spicy_ital,L,supreme,20.75
303,2015-000125,2015-01-02,20:31:06,the_greek,XL,classic,25.5
304,2015-000126,2015-01-02,20:53:42,veggie_veg,L,veggie,20.25
305,2015-000127,2015-01-02,20:58:23,pepperoni,M,classic,12.5
306,2015-000128,2015-01-02,21:05:06,spicy_ital,S,supreme,12.5
307,2015-000129,2015-01-02,21:13:02,big_meat,S,classic,12.0
308,2015-000129,2015-01-02,21:13:02,the_greek,M,classic,16.0
309,2015-000130,2015-01-02,21:14:55,mexicana,M,veggie,16.0
310,2015-000130,2015-01-02,21:14:55,southw_ckn,S,chicken,12.75
311,2015-000130,2015-01-02,21:14:55,ital_cpcllo,L,classic,20.5
312,2015-000130,2015-01-02,21:14:55,hawaiian,S,classic,10.5
313,2015-000131,2015-01-02,21:33:10,spinach_supr,S,supreme,12.5
314,2015-000131,2015-01-02,21:33:10,five_cheese,L,veggie,18.5
315,2015-000131,2015-01-02,21:33:10,green_garden,S,veggie,12.0
316,2015-000131,2015-01-02,21:33:10,ckn_pesto,L,chicken,20.75
317,2015-000132,2015-01-02,21:42:45,pepperoni,S,classic,9.75
318,2015-000133,2015-01-02,22:00:17,bbq_ckn,L,chicken,20.75
319,2015-000133,2015-01-02,22:00:17,hawaiian,L,classic,16.5
320,2015-000133,2015-01-02,22:00:17,the_greek,S,classic,12.0
321,2015-000134,2015-01-02,22:13:24,southw_ckn,L,chicken,20.75
322,2015-000134,2015-01-02,22:13:24,spinach_supr,S,supreme,12.5
323,2015-000134,2015-01-02,22:13:24,big_meat,S,classic,12.0
324,2015-000135,2015-01-02,22:29:34,veggie_veg,L,veggie,20.25
325,2015-000136,2015-01-02,22:32:49,peppr_salami,S,supreme,12.5
326,2015-000136,2015-01-02,22:32:49,five_cheese,L,veggie,18.5
327,2015-000137,2015-01-03,11:34:10,mediterraneo,L,veggie,20.25
328,2015-000137,2015-01-03,11:34:10,spicy_ital,M,supreme,16.5
329,2015-000137,2015-01-03,11:34:10,pepperoni,S,classic,9.75
330,2015-000138,2015-01-03,11:44:50,ital_veggie,L,veggie,21.0
331,2015-000138,2015-01-03,11:44:50,sicilian,M,supreme,16.25
332,2015-000138,2015-01-03,11:44:50,four_cheese,L,veggie,17.95
333,2015-000138,2015-01-03,11:44:50,cali_ckn,M,chicken,16.75
334,2015-000139,2015-01-03,11:57:39,five_cheese,L,veggie,18.5
335,2015-000140,2015-01-03,12:26:44,veggie_veg,M,veggie,16.0
336,2015-000140,2015-01-03,12:26:44,prsc_argla,S,supreme,12.5
337,2015-000141,2015-01-03,13:16:01,classic_dlx,M,classic,16.0
338,2015-000142,2015-01-03,13:33:59,green_garden,M,veggie,16.0
339,2015-000143,2015-01-03,13:41:36,pepperoni,L,classic,15.25
340,2015-000143,2015-01-03,13:41:36,mexicana,M,veggie,16.0
341,2015-000143,2015-01-03,13:41:36,classic_dlx,S,classic,12.0
342,2015-000143,2015-01-03,13:41:36,thai_ckn,L,chicken,20.75
343,2015-000143,2015-01-03,13:41:36,cali_ckn,S,chicken,12.75
344,2015-000143,2015-01-03,13:41:36,prsc_argla,S,supreme,12.5
345,2015-000143,2015-01-03,13:41:36,veggie_veg,M,veggie,16.0
346,2015-000143,2015-01-03,13:41:36,hawaiian,L,classic,16.5
347,2015-000144,2015-01-03,13:44:28,five_cheese,L,veggie,18.5
348,2015-000144,2015-01-03,13:44:28,veggie_veg,L,veggie,20.25
349,2015-000144,2015-01-03,13:44:28,southw_ckn,S,chicken,12.75
350,2015-000144,2015-01-03,13:44:28,thai_ckn,M,chicken,16.75
351,2015-000144,2015-01-03,13:44:28,bbq_ckn,M,chicken,16.75
352,2015-000144,2015-01-03,13:44:28,four_cheese,L,veggie,17.95
353,2015-000144,2015-01-03,13:44:28,bbq_ckn,M,chicken,16.75
354,2015-000144,2015-01-03,13:44:28,bbq_ckn,M,chicken,16.75
355,2015-000144,2015-01-03,13:44:28,big_meat,S,classic,12.0
356,2015-000144,2015-01-03,13:44:28,spicy_ital,L,supreme,20.75
357,2015-000144,2015-01-03,13:44:28,cali_ckn,L,chicken,20.75
358,2015-000144,2015-01-03,13:44:28,pep_msh_pep,S,classic,11.0
359,2015-000144,2015-01-03,13:44:28,southw_ckn,L,chicken,20.75
360,2015-000144,2015-01-03,13:44:28,ckn_pesto,M,chicken,16.75
361,2015-000145,2015-01-03,13:53:48,the_greek,S,classic,12.0
362,2015-000146,2015-01-03,14:22:10,cali_ckn,L,chicken,20.75
363,2015-000146,2015-01-03,14:22:10,four_cheese,M,veggie,14.75
364,2015-000146,2015-01-03,14:22:10,hawaiian,M,classic,13.25
365,2015-000147,2015-01-03,14:32:51,the_greek,XL,classic,25.5
366,2015-000148,2015-01-03,14:40:42,mediterraneo,S,veggie,12.0
367,2015-000149,2015-01-03,14:48:45,spinach_fet,M,veggie,16.0
368,2015-000150,2015-01-03,14:49:58,pepperoni,M,classic,12.5
369,2015-000151,2015-01-03,15:09:34,spinach_supr,S,supreme,12.5
370,2015-000151,2015-01-03,15:09:34,southw_ckn,L,chicken,20.75
371,2015-000152,2015-01-03,15:09:42,the_greek,M,classic,16.0
372,2015-000152,2015-01-03,15:09:42,thai_ckn,S,chicken,12.75
373,2015-000152,2015-01-03,15:09:42,spinach_fet,L,veggie,20.25
